"organisation name","country head office","lobbying costs","EP passes","lobbyists (FTE)","# of meetings","registered date"
"Beheers- en belangenvennootschap van Audiovisuele Producenten cvba",Belgium,442000,0,2,0,2015-11-12
"Security Association for the Maritime Industry","United Kingdom",438467,0,3.75,1,2015-05-14
"Europan Regions Research and Innovation Network",Belgium,438206,0,4,8,2015-10-19
"fems3 Sutainable Social Solutions",Italy,406624,0,2.75,0,2015-03-13
"Action Santé-Environnement et Migration","Congo (Kinshasa)","300000 - 399999",0,7,0,2015-10-27
"Aldersgate Group","United Kingdom","300000 - 399999",0,3,15,2015-05-20
"CEE Bankwatch Network","Czech Republic","300000 - 399999",1,2.75,21,2010-06-30
"CEEweb for Biodiversity",Hungary,"300000 - 399999",0,7.75,3,2012-02-07
"Deutscher Caritasverband e. V.",Germany,"300000 - 399999",3,2.75,0,2009-02-25
"European Climate Foundation",Netherlands,"300000 - 399999",7,3.75,100,2009-04-14
"European Parliamentary Financial Services Forum",Belgium,"300000 - 399999",4,2,1,2010-04-07
"European Respiratory Society",Switzerland,"300000 - 399999",5,4,5,2012-02-24
"European Theatre Convention",France,"300000 - 399999",0,3,3,2015-03-10
"FIABA Onlus",Italy,"300000 - 399999",0,1.5,0,2012-03-21
"Fair Trade Advocacy Office",Belgium,"300000 - 399999",6,3.5,10,2011-01-19
"Feedback Global Ltd.","United Kingdom","300000 - 399999",0,7.5,0,2015-08-19
"Institute of Entrepreneurship Development",Greece,"300000 - 399999",0,0.25,0,2010-12-06
"International Council on Clean Transportation","United States","300000 - 399999",0,3,10,2010-12-14
"Internet Society","United States","300000 - 399999",1,1.5,2,2015-11-05
"Naturschutzbund Deutschland e.V.",Germany,"300000 - 399999",2,7.25,18,2008-12-17
"Národní centrum bezpečnějšího internetu","Czech Republic","300000 - 399999",0,9,0,2015-09-14
"OXFAM INTERNATIONAL EU ADVOCACY OFFICE",Belgium,"300000 - 399999",12,12.5,87,2009-04-28
"Platform of European Social NGOs",Belgium,"300000 - 399999",5,5,30,2009-02-20
"Royal Society for the Protection of Birds","United Kingdom","300000 - 399999",5,10.25,12,2009-06-05
"VCÖ - Mobilität mit Zukunft",Austria,"300000 - 399999",0,2.5,0,2010-12-07
"World Vision Brussels & EU Representation ivzw/aisbl",Belgium,"300000 - 399999",4,9.75,17,2009-12-09
"World Wide Fund for Nature - Greece",Greece,"300000 - 399999",0,7.25,1,2015-04-14
"European Foundation Centre",Belgium,372514,2,1.25,9,2009-04-23
"European Cancer Patient Coalition",Netherlands,350000,3,3,7,2011-11-07
"Federació Valenciana d'Associacions de Familiars de Persones amb Alzheimer",Spain,320668,0,0.5,0,2015-12-30
"IACA - Associação Portuguesa dos Industriais de Alimentos Compostos para Animais",Portugal,310755,0,1,1,2015-02-27
"European Roma Information Office",Belgium,300000,0,3,0,2015-05-18
"Geokompetenzzentrum Freiberg eV",Germany,300000,0,0.75,0,2015-09-01
"Sektion Schwaben im Deutschen Alpenverein",Germany,300000,0,38,0,2015-06-04
"ASSOCIATION FEDERATION HANDICAP INTERNATIONAL",France,"200000 - 299999",0,1.75,0,2015-04-21
"Alzheimer Europe",Luxembourg,"200000 - 299999",2,2.5,1,2010-06-01
"Center for Democracy & Technology","United States","200000 - 299999",1,1.75,25,2012-01-18
"Centre for Cross Border Studies","United Kingdom","200000 - 299999",0,7,0,2015-11-04
"European Chess Union",Switzerland,"200000 - 299999",0,6.5,2,2015-06-01
"European Conservation Agriculture Federation",Spain,"200000 - 299999",0,2,3,2015-09-23
"European Health Telematics Association",Belgium,"200000 - 299999",0,2.75,1,2014-06-30
"European Land Registry Association",Belgium,"200000 - 299999",0,27,1,2013-10-29
"European Liver Patients' Association",Belgium,"200000 - 299999",0,0.25,7,2012-09-13
"European Public Health Alliance",Belgium,"200000 - 299999",7,6.5,33,2010-05-03
"European Transport Safety Council",Belgium,"200000 - 299999",2,5.25,14,2009-03-04
"Global Witness","United Kingdom","200000 - 299999",2,2,16,2012-08-21
"Green Freight Europe",Belgium,"200000 - 299999",0,1.5,1,2015-01-08
"Humane Society International/Europe","United States","200000 - 299999",4,4.25,7,2009-12-18
"Independent Diplomat","United States","200000 - 299999",2,1.5,1,2011-10-21
"Initiatives et Changement",France,"200000 - 299999",2,6,0,2011-12-14
"International Yehudi Menuhin Foundation",Belgium,"200000 - 299999",0,1.5,2,2011-12-12
"Jupiter Foundation",Finland,"200000 - 299999",0,0.75,0,2015-03-12
"Klima-Bündnis Lëtzebuerg",Luxembourg,"200000 - 299999",0,4.5,0,2013-06-27
"Koninklijke Nederlandse Toeristenbond ANWB",Netherlands,"200000 - 299999",0,1,0,2009-05-27
"Landschaftspflegeverband Nordwestsachsen e.V.",Germany,"200000 - 299999",0,4,0,2015-06-22
"Les Rencontres du Mont-Blanc -- Forum International des Dirigeants de l'Economie Sociale et Solidaire",France,"200000 - 299999",0,10.25,0,2015-03-12
"Mediterranean Information Office for Environment, Culture and Sustainable Development",Greece,"200000 - 299999",0,7.5,0,2009-04-14
"Nasc, the Irish Immigrant Support Centre",Ireland,"200000 - 299999",0,3,0,2012-10-09
"Organisation Internationale pour le Droit à l'Education et la Liberté d'Enseignement",Switzerland,"200000 - 299999",2,4,1,2015-04-24
"Pesticide Action Network Europe",Belgium,"200000 - 299999",3,2.5,20,2010-04-21
"Rural Investment Support for Europe Foundation",Belgium,"200000 - 299999",1,2,6,2013-07-19
"Réseau des Chambres des Experts Européens Département Afrique de l'Ouest",Belgium,"200000 - 299999",1,1.25,0,2015-08-22
"Save the Children International",Belgium,"200000 - 299999",1,5.75,36,2009-11-20
"Social Entrepreneurship Initiative & Foundation",Switzerland,"200000 - 299999",0,3.25,0,2015-03-13
"Stop AIDS Alliance",Belgium,"200000 - 299999",0,1.5,2,2011-12-19
"Suomen Nuorisoyhteistyö Allianssi ry - The Finnish Youth Co-operation Allianssi",Finland,"200000 - 299999",0,7.5,0,2015-11-04
"The European Federation of Financial Services Users",Belgium,"200000 - 299999",3,1,13,2011-08-11
"Veikkauksen edunvälittäjät ja SOSTE - The Beneficiaries of Finnish Lottery and SOSTE Finnish Federation for Social Affairs and Health",Finland,"200000 - 299999",0,1,1,2013-02-27
Volonteurope,"United Kingdom","200000 - 299999",0,4,0,2015-09-11
"Wetlands International - European Association",Netherlands,"200000 - 299999",0,2.25,3,2014-07-29
"World Obesity Federation","United Kingdom","200000 - 299999",0,3,2,2015-09-25
"biosaxony e.V.",Germany,"200000 - 299999",0,4,0,2015-08-24
"Organising Bureau of European School Student Unions",Belgium,270000,4,2,2,2010-01-14
"Finnwatch ry",Finland,260000,0,4,1,2015-09-03
"IG Kultur Österreich Interessensgemeinschaft der freien Kulturarbeit",Austria,258657,0,2.25,0,2015-05-12
"Fundació privada per a la Xarxa Oberta, Lliure i Neutral, guifi.net",Spain,256972,0,10,0,2015-12-08
"Iberian Association of natural gas for mobility",Spain,255382,0,2,0,2015-11-18
"Biedrība Zemnieku saeima",Latvia,250000,0,0.5,9,2015-09-04
"Mind the Bridge Foundation",Italy,250000,0,6,15,2015-06-29
"Corporate Europe Observatory",Belgium,249600,8,6.75,15,2008-09-05
"Association of Slovak Scientific and Technological Societies",Slovakia,240000,0,0.25,0,2015-09-10
"The Smile of the Child",Greece,238005,0,4,4,2012-04-18
"Japan Machinery Center for Trade and Investment",Japan,230000,3,0.75,12,2015-05-13
"Agora CE","Czech Republic",225689,0,2,0,2015-04-13
"GenderCC-Women for Climate Justice e.V.",Germany,222114,0,1.5,0,2012-09-11
"Directors' Institute of Finland / Hallitusammattilaiset ry",Finland,200000,0,2,0,2011-07-22
"TechMarket Sweden AB",Sweden,200000,0,4.25,2,2015-04-20
"Youth for Exchange and Understanding",Belgium,200000,0,2,1,2015-04-20
"ACADEMY OF ENTREPRENEURSHIP",Greece,"100000 - 199999",0,3.5,0,2013-11-12
"AGE Platform Europe",Belgium,"100000 - 199999",4,13,20,2009-07-29
"Arbeitsgemeinschaft Regenwald und Artenschutz",Germany,"100000 - 199999",0,5,0,2015-06-02
"Association des régions européennes des produits d'origine",France,"100000 - 199999",1,3.5,0,2008-10-20
"Association internationale pour la défense de la liberté religieuse",Switzerland,"100000 - 199999",2,2,0,2012-04-02
Avaaz,"United States","100000 - 199999",0,2.25,24,2015-05-27
"Bulgarian Association of Municipal Environmental Experts",Bulgaria,"100000 - 199999",0,2.25,0,2015-03-16
"CARE Österreich",Austria,"100000 - 199999",0,2.75,0,2015-03-13
"CONFEDERACION ESPAÑOLA DE COOPERATIVAS DE CONSUMIDORES Y USUARIOS",Spain,"100000 - 199999",0,3,0,2013-09-27
"Center for investigative journalism SCOOP Macedonia - Skopje",Macedonia,"100000 - 199999",0,3.75,0,2015-06-17
"Centre d'Action Laïque",Belgium,"100000 - 199999",3,3.5,0,2009-09-15
"Chemicals, Health and Environment Monitoring Trust","United Kingdom","100000 - 199999",1,2.75,16,2010-12-13
"Confederation of Family Organisations in the European Union",Belgium,"100000 - 199999",6,3,15,2011-09-26
"Deutscher Olympischer Sportbund",Germany,"100000 - 199999",0,1,0,2014-04-28
EURODOM,France,"100000 - 199999",2,2.25,27,2011-09-12
"Eurogroup for Animals",Belgium,"100000 - 199999",5,2.75,41,2008-10-10
Euromontana,France,"100000 - 199999",0,2.75,5,2008-12-12
"European Association for the Study of the Liver",Switzerland,"100000 - 199999",1,3,2,2010-09-08
"European Association of Service Providers for Persons with Disabilities",Belgium,"100000 - 199999",4,13,16,2013-03-12
"European Film Academy e.V.",Germany,"100000 - 199999",0,2.75,0,2015-07-16
"European Financial Reporting Advisory Group",Belgium,"100000 - 199999",0,0.5,1,2015-11-03
"European Heart Network",Belgium,"100000 - 199999",4,2.25,13,2008-07-09
"European League Against Rheumatism",Switzerland,"100000 - 199999",0,1,5,2012-06-01
"European Network of Cultural Administration Training Centres",Belgium,"100000 - 199999",0,4,0,2012-11-08
"European Network of Social Integration Enterprises",Belgium,"100000 - 199999",0,1.5,2,2011-02-10
"European New Towns & Pilot cities Platform",Belgium,"100000 - 199999",0,3.25,0,2011-01-29
"European Psychiatric Association",France,"100000 - 199999",0,2.5,1,2015-06-05
"European Spas Association",Belgium,"100000 - 199999",0,2.5,0,2008-07-24
"European Steel Technology Platform",Belgium,"100000 - 199999",0,56,1,2011-04-22
"Flanders' Maritime Cluster",Belgium,"100000 - 199999",0,3,0,2015-06-16
"Food & Water Europe","United States","100000 - 199999",2,2.75,6,2011-08-01
"Fédération Euro-Arménienne pour la Justice et la Démocratie",France,"100000 - 199999",3,3,0,2012-02-13
"Global Legal Entity Identifier Foundation",Switzerland,"100000 - 199999",0,0.5,1,2015-11-27
"Groupe Terre asbl",Belgium,"100000 - 199999",0,5.25,0,2011-02-09
"Health & Environment Alliance",Belgium,"100000 - 199999",6,3,20,2010-07-28
"Health Care Without Harm Europe",Belgium,"100000 - 199999",0,1.5,6,2012-07-04
"Human Rights House Foundation",Norway,"100000 - 199999",2,1.25,1,2014-08-13
"IARPO Switzerland",Switzerland,"100000 - 199999",0,8,0,2015-07-21
"Institutional Investors Group on Climate Change","United Kingdom","100000 - 199999",0,1.25,11,2013-02-28
"International Association of Privacy Professionals","United States","100000 - 199999",0,2.75,5,2015-09-18
"International Chemical Secretariat",Sweden,"100000 - 199999",0,2.25,6,2011-05-12
"International Federation of Industrial Energy Consumers",Belgium,"100000 - 199999",2,4,8,2008-07-08
"International Federation of Red Cross and Red Crescent Societies",Switzerland,"100000 - 199999",14,10,19,2014-12-01
"International Peacebuilding Alliance",Switzerland,"100000 - 199999",1,2,0,2014-08-29
"Luftförorenings- och klimatsekretariatet",Sweden,"100000 - 199999",1,2,0,2011-01-04
"Médecins Sans Frontières",Switzerland,"100000 - 199999",4,2,41,2011-12-21
"Médecins du monde / Doctors of the World International Network Head Office",France,"100000 - 199999",0,3.25,2,2012-08-27
"Nature Code",Austria,"100000 - 199999",9,2.75,16,2012-04-11
"Organisation pour un réseau international d’indications géographiques",Switzerland,"100000 - 199999",0,1,1,2008-11-12
"Organización de Consumidores y Usuarios",Spain,"100000 - 199999",0,0.25,0,2010-01-14
"POUR LA SOLIDARITÉ asbl",Belgium,"100000 - 199999",0,8,0,2015-08-25
Pangea,Spain,"100000 - 199999",0,0.25,0,2015-11-21
"Publish What You Fund","United Kingdom","100000 - 199999",0,2,0,2015-06-01
"ROTARY INTERNATIONAL","United States","100000 - 199999",0,2.25,9,2014-03-11
"Sandbag Climate Campaign","United Kingdom","100000 - 199999",6,7.5,5,2012-06-27
"Seas At Risk vzw",Belgium,"100000 - 199999",5,5.75,24,2009-08-11
"Stichting Onderzoek Multinationale Ondernemingen",Netherlands,"100000 - 199999",0,2.5,2,2009-01-31
"Terre des Hommes International Federation",Switzerland,"100000 - 199999",2,5.75,4,2015-04-22
"The ""Roza Otunbayeva Initiative"" International Public Foundation",Kyrgyzstan,"100000 - 199999",0,10,0,2015-02-19
"The Global Poverty Project","United Kingdom","100000 - 199999",0,3.25,0,2015-02-26
"The Young Friends of Turkey",Austria,"100000 - 199999",0,2,0,2012-12-06
"United European Gastroenterology",Austria,"100000 - 199999",0,1.25,3,2015-06-01
"VIER PFOTEN International",Austria,"100000 - 199999",3,0.75,3,2010-03-01
"Vereniging Landelijke Organisatie Dibevo",Netherlands,"100000 - 199999",0,7000,0,2015-07-07
"Vereniging Milieudefensie",Netherlands,"100000 - 199999",0,2.5,0,2015-08-04
"Voluntary Organisations in Cooperation in Emergencies",Belgium,"100000 - 199999",3,1.5,21,2009-05-08
"Wellcome Trust","United Kingdom","100000 - 199999",3,1.75,13,2014-04-28
"Wemos Foundation",Netherlands,"100000 - 199999",0,6.25,0,2012-02-22
"World Green Building Council",Canada,"100000 - 199999",0,1,0,2012-12-19
"Y.E.S.-EWIV YOUTH AND EUROPEAN SOCIAL WORK- EUROPAISCHE WIRTSCHAFTLICHE INTERESSENVEREINIGUNG ZUR FORDERUNG DER HUMANRESSOURCEN",Germany,"100000 - 199999",0,2.25,1,2015-04-16
"Alliance for Lobbying Transparency and Ethics Regulation",Belgium,194600,0,3,1,2008-10-29
"Children of Prisoners Europe",France,189177,1,3,0,2015-02-19
"Anti-corruption Action Centre",Ukraine,181345,0,7.5,1,2015-03-23
"Bund der Versicherten e.V.",Germany,180000,0,2,0,2015-09-04
"Consorzio Remedia",Italy,177000,0,1.5,0,2015-06-10
"The Chamber of Pension Funds",Poland,175000,0,0.25,0,2015-05-13
"Clean Air Action Group (Levegő Munkacsoport)",Hungary,170773,0,25,0,2013-03-04
"Smart Kolektiv",Serbia,170000,0,2,0,2015-03-15
"European Alliance For Vision Research and Ophthalmology",Ireland,166000,0,56.25,1,2015-06-26
"Federation for Hunting & Conservation - Malta",Malta,161207,0,1.25,0,2014-12-12
"Nutrient Platform",Netherlands,160000,0,1,0,2015-08-20
Milieukontakt,Netherlands,155000,0,2.25,0,2015-07-24
"PEFC International",Switzerland,154230,0,1.25,0,2015-08-11
"Fondazione San Patrignano Onlus",Italy,150000,0,7.75,0,2015-03-13
"International Federation of Anthroposophic Medical Associations",Switzerland,147000,0,1.75,1,2012-02-06
"Comité Européen de Coordination",Belgium,145404,0,2,0,2015-04-22
"IFPI Austria",Austria,142245,1,1,0,2014-09-26
"European Association for the Education of Adults",Belgium,140000,4,3.5,5,2008-11-26
"European Armenian Federation for Justice & Democracy",France,135000,0,3,0,2015-02-06
"European Confederation of Workers' Cooperatives, Social Cooperatives and Social and Participative Enterprises",Belgium,133000,0,1.75,0,2015-03-11
"Friends of the Earth Trust","United Kingdom",131000,1,4.5,0,2015-06-24
"OpenStreetMap Foundation","United Kingdom",126658,0,0.25,0,2015-12-12
"AIP - Associazione Italiana Politiche Industriali",Italy,125647,0,3.75,1,2015-05-28
"ASOCIACION DE USUARIOS DE LA COMUNICACION",Spain,123500,0,4.5,0,2015-08-05
"Union Internationale de la Propriété Immobilière - International Union of Property Owners",Belgium,120000,2,2.25,3,2010-05-25
"HL7 International Foundation",Belgium,116641,0,2,0,2015-12-01
"Koepel van de Vlaamse Noord-Zuidbeweging - 11.11.11",Belgium,112000,1,1.25,0,2010-12-10
"European Digital Rights",Belgium,111210,5,4.25,21,2011-01-28
"Citizens Association Leader Plus Banatski Karlovac",Serbia,108000,0,3.5,0,2015-05-12
"Seafarers professional development cluster",Bulgaria,107882,0,8,0,2015-09-08
"Alcohol Action Ireland",Ireland,102722,0,0.25,1,2015-10-21
CultureClash4u,Netherlands,102080,0,7.25,0,2015-12-15
"Deutscher Juristinnenbund e.V.",Germany,100000,0,2.75,0,2008-06-30
Fiskesekretariatet,Sweden,100000,0,3,7,2012-04-16
"Union Luxembourgeoise des Consommateurs",Luxembourg,100000,0,1.5,0,2015-08-04
"ABC & P di Celotto",Italy,"50000 - 99999",0,2.25,0,2014-07-01
"ADRA - Adventist Development and Relief Agency - EU Liaison Office",Belgium,"50000 - 99999",0,0.75,2,2011-01-31
"ARCHE NOAH, Gesellschaft für die Erhaltung der Kulturpflanzenvielfalt und ihre Entwicklung",Austria,"50000 - 99999",3,0.5,5,2010-10-22
"Access Info Europe",Spain,"50000 - 99999",0,1.25,0,2011-01-22
Autism-Europe,Belgium,"50000 - 99999",1,10,0,2014-07-22
"Bill & Melinda Gates Foundation","United States","50000 - 99999",0,2,62,2015-01-08
"Brot für die Welt",Germany,"50000 - 99999",1,1.25,3,2009-03-24
"Cluster for eco-social innovation and development",Croatia,"50000 - 99999",0,0.5,0,2015-03-15
"Compassion in World Farming","United Kingdom","50000 - 99999",3,11,15,2011-09-01
"Diakonie Katastrophenhilfe",Germany,"50000 - 99999",0,1.25,1,2009-03-24
"Dogs Trust","United Kingdom","50000 - 99999",3,1.75,2,2014-09-22
"EU Umweltbüro",Austria,"50000 - 99999",1,1.5,0,2010-12-07
"EUROPEAN ELECTRONIC COMPONENT MANUFACTURERS ASSOCIATION",Belgium,"50000 - 99999",0,0.75,3,2012-02-28
"Electronic Frontier Foundation","United States","50000 - 99999",0,1,0,2015-09-14
"Entidad de Gestión de Derechos de los Productores Audiovisuales",Spain,"50000 - 99999",0,6,2,2010-02-26
"Estonian Agrenska Foundation",Estonia,"50000 - 99999",0,3.75,0,2015-03-14
